pair_ID Entailment_Judgement Relatedness_score
5649 NEUTRAL 3.94
5650 NEUTRAL 4.17
5652 CONTRADICTION 3.54
5654 CONTRADICTION 3.54
5655 NEUTRAL 2.84
5658 NEUTRAL 2.27
5660 ENTAILMENT 4.11
5661 NEUTRAL 4.44
5662 NEUTRAL 4.44
5665 NEUTRAL 3.51
5666 NEUTRAL 3.19
5667 NEUTRAL 3.6
5669 NEUTRAL 4.37
5670 NEUTRAL 4.3
5672 NEUTRAL 4.37
5673 NEUTRAL 4.31
5674 NEUTRAL 4.37
5681 NEUTRAL 3.61
5682 NEUTRAL 4.13
5684 ENTAILMENT 3.95
5685 ENTAILMENT 3.71
5686 ENTAILMENT 4.13
5688 CONTRADICTION 3.61
5689 ENTAILMENT 4.13
5690 CONTRADICTION 3.61
5692 CONTRADICTION 3.21
5699 CONTRADICTION 3.56
5700 NEUTRAL 3.28
5702 ENTAILMENT 3.84
5703 CONTRADICTION 3.21
5704 NEUTRAL 3.65
5705 ENTAILMENT 4.32
5707 ENTAILMENT 4.26
5708 CONTRADICTION 3.61
5709 ENTAILMENT 3.43
5711 NEUTRAL 3.39
5713 NEUTRAL 3.5
5714 NEUTRAL 4.44
5715 CONTRADICTION 3.61
5716 NEUTRAL 4.13
5719 ENTAILMENT 3.57
5720 NEUTRAL 3.94
5721 CONTRADICTION 3.36
5723 ENTAILMENT 2.96
5724 CONTRADICTION 3.19
5726 NEUTRAL 3.61
5727 NEUTRAL 3.65
5729 NEUTRAL 2.65
5730 NEUTRAL 2.43
5731 ENTAILMENT 3.71
5734 ENTAILMENT 4.44
5735 ENTAILMENT 3.44
5738 NEUTRAL 2.53
5743 NEUTRAL 3.86
5746 NEUTRAL 3.38
5748 CONTRADICTION 3.2
5754 NEUTRAL 2.74
5757 NEUTRAL 2.68
5759 NEUTRAL 4.13
5760 NEUTRAL 4.02
5763 NEUTRAL 4.02
5766 NEUTRAL 3.13
5767 NEUTRAL 2.45
5769 NEUTRAL 3.13
5771 CONTRADICTION 3.61
5774 NEUTRAL 4.13
5775 CONTRADICTION 3.61
5778 ENTAILMENT 4.44
5780 NEUTRAL 4.26
5782 NEUTRAL 4.44
5783 NEUTRAL 2.38
5784 NEUTRAL 2.38
5785 ENTAILMENT 2.54
5786 NEUTRAL 2.53
5789 CONTRADICTION 3.61
5790 NEUTRAL 4.44
5793 NEUTRAL 3.64
5795 NEUTRAL 3.24
5796 ENTAILMENT 3.76
5798 NEUTRAL 3.51
5800 CONTRADICTION 3.54
5802 NEUTRAL 2.78
5803 NEUTRAL 3.14
5804 NEUTRAL 2.68
5805 NEUTRAL 3.08
5807 NEUTRAL 4.02
5808 ENTAILMENT 4.37
5809 ENTAILMENT 4.02
5814 NEUTRAL 2.97
5817 NEUTRAL 3.4
5818 NEUTRAL 3.61
5827 CONTRADICTION 3.61
5830 ENTAILMENT 4.07
5831 NEUTRAL 4.02
5832 NEUTRAL 3.98
5833 NEUTRAL 3.99
5837 NEUTRAL 3.24
5838 CONTRADICTION 2.62
5840 NEUTRAL 2.62
5843 ENTAILMENT 4.02
5844 ENTAILMENT 4.13
5849 ENTAILMENT 4.02
5854 NEUTRAL 4.09
5856 NEUTRAL 3.34
5858 ENTAILMENT 3.49
5862 ENTAILMENT 3.97
5863 ENTAILMENT 3.74
5866 NEUTRAL 2.91
5868 ENTAILMENT 3.05
5869 NEUTRAL 4.0
5870 ENTAILMENT 3.63
5871 ENTAILMENT 4.17
5873 NEUTRAL 3.87
5877 NEUTRAL 4.0
5878 ENTAILMENT 4.11
5880 ENTAILMENT 3.99
5881 NEUTRAL 3.84
5884 ENTAILMENT 3.0
5888 ENTAILMENT 3.72
5889 ENTAILMENT 4.44
5891 NEUTRAL 2.51
5892 ENTAILMENT 2.33
5893 ENTAILMENT 2.3
5896 NEUTRAL 4.3
5897 NEUTRAL 3.81
5903 NEUTRAL 3.43
5908 NEUTRAL 3.61
5910 NEUTRAL 2.61
5912 NEUTRAL 2.61
5913 NEUTRAL 2.72
5915 NEUTRAL 3.69
5916 ENTAILMENT 4.44
5917 NEUTRAL 3.61
5921 NEUTRAL 2.62
5925 ENTAILMENT 3.19
5926 ENTAILMENT 3.25
5927 NEUTRAL 2.06
5929 NEUTRAL 2.04
5932 NEUTRAL 4.35
5933 NEUTRAL 3.85
5934 ENTAILMENT 3.6
5935 CONTRADICTION 4.1
5939 NEUTRAL 2.93
5940 ENTAILMENT 2.87
5942 CONTRADICTION 3.61
5945 NEUTRAL 3.94
5946 ENTAILMENT 3.15
5949 NEUTRAL 3.01
5950 CONTRADICTION 3.0
5951 NEUTRAL 3.01
5953 CONTRADICTION 3.58
5954 ENTAILMENT 4.37
5957 NEUTRAL 3.52
5958 NEUTRAL 2.95
5959 NEUTRAL 2.63
5961 NEUTRAL 3.58
5962 NEUTRAL 4.44
5963 NEUTRAL 3.75
5967 NEUTRAL 1.6
5969 NEUTRAL 2.15
5971 NEUTRAL 2.03
5972 ENTAILMENT 4.24
5973 NEUTRAL 4.44
5974 NEUTRAL 3.14
5980 NEUTRAL 2.89
5981 NEUTRAL 2.41
5984 NEUTRAL 4.35
5985 ENTAILMENT 4.35
5993 NEUTRAL 3.34
5994 ENTAILMENT 4.27
5995 CONTRADICTION 3.54
5997 NEUTRAL 4.27
5998 NEUTRAL 3.5
5999 ENTAILMENT 3.72
6002 ENTAILMENT 3.72
6003 ENTAILMENT 4.23
6004 CONTRADICTION 3.61
6008 ENTAILMENT 2.65
6009 NEUTRAL 2.6
6010 NEUTRAL 2.92
6011 NEUTRAL 2.6
6012 NEUTRAL 2.84
6013 NEUTRAL 2.92
6016 NEUTRAL 3.53
6018 NEUTRAL 3.17
6019 NEUTRAL 4.23
6021 ENTAILMENT 4.04
6023 NEUTRAL 2.85
6024 NEUTRAL 4.23
6025 NEUTRAL 4.39
6026 CONTRADICTION 3.6
6031 NEUTRAL 3.31
6033 NEUTRAL 3.31
6034 NEUTRAL 4.19
6036 ENTAILMENT 4.34
6039 NEUTRAL 3.42
6040 NEUTRAL 3.0
6043 NEUTRAL 3.0
6046 NEUTRAL 3.54
6048 NEUTRAL 3.96
6049 NEUTRAL 3.81
6055 ENTAILMENT 3.96
6057 CONTRADICTION 3.58
6058 NEUTRAL 2.92
6059 CONTRADICTION 2.53
6062 ENTAILMENT 2.33
6063 NEUTRAL 4.44
6064 NEUTRAL 3.61
6066 NEUTRAL 4.35
6067 NEUTRAL 3.15
6069 NEUTRAL 2.59
6070 NEUTRAL 2.08
6071 NEUTRAL 2.22
6073 NEUTRAL 2.22
6074 ENTAILMENT 4.44
6076 NEUTRAL 4.35
6079 CONTRADICTION 3.53
6081 NEUTRAL 3.3
6087 NEUTRAL 3.67
6089 NEUTRAL 3.87
6090 NEUTRAL 3.87
6091 ENTAILMENT 3.76
6094 ENTAILMENT 4.44
6097 CONTRADICTION 3.59
6100 ENTAILMENT 4.37
6102 ENTAILMENT 3.82
6107 NEUTRAL 3.1
6110 NEUTRAL 3.1
6111 NEUTRAL 2.45
6113 NEUTRAL 3.08
6114 NEUTRAL 4.39
6115 NEUTRAL 3.96
6116 NEUTRAL 4.39
6118 NEUTRAL 3.82
6121 NEUTRAL 3.96
6124 CONTRADICTION 3.61
6125 NEUTRAL 4.23
6126 NEUTRAL 4.44
6129 NEUTRAL 3.69
6130 NEUTRAL 3.44
6132 NEUTRAL 4.39
6134 NEUTRAL 3.82
6138 NEUTRAL 2.59
6139 ENTAILMENT 3.26
6140 NEUTRAL 3.43
6141 NEUTRAL 3.54
6142 ENTAILMENT 3.26
6143 NEUTRAL 4.31
6148 NEUTRAL 2.05
6149 ENTAILMENT 2.4
6151 ENTAILMENT 2.4
6156 NEUTRAL 2.04
6162 NEUTRAL 4.44
6163 ENTAILMENT 4.44
6165 NEUTRAL 4.01
6166 NEUTRAL 3.4
6167 NEUTRAL 3.68
6168 ENTAILMENT 2.57
6172 ENTAILMENT 4.44
6173 ENTAILMENT 4.44
6177 NEUTRAL 2.37
6181 NEUTRAL 2.16
6182 NEUTRAL 2.37
6184 NEUTRAL 3.88
6189 NEUTRAL 3.84
6190 NEUTRAL 3.17
6192 ENTAILMENT 4.44
6196 NEUTRAL 3.52
6201 NEUTRAL 4.44
6204 NEUTRAL 4.44
6207 NEUTRAL 1.79
6210 NEUTRAL 3.6
6216 NEUTRAL 3.09
6217 NEUTRAL 3.25
6220 NEUTRAL 3.16
6221 NEUTRAL 4.44
6222 NEUTRAL 4.16
6223 NEUTRAL 4.11
6226 CONTRADICTION 2.23
6227 NEUTRAL 2.85
6229 NEUTRAL 2.85
6230 ENTAILMENT 4.37
6235 NEUTRAL 3.1
6237 ENTAILMENT 3.7
6238 ENTAILMENT 4.3
6240 NEUTRAL 3.03
6244 NEUTRAL 2.85
6245 NEUTRAL 3.63
6247 NEUTRAL 3.43
6251 ENTAILMENT 3.81
6252 NEUTRAL 3.19
6254 NEUTRAL 3.76
6255 ENTAILMENT 3.31
6256 ENTAILMENT 3.25
6257 CONTRADICTION 3.59
6260 CONTRADICTION 3.61
6261 NEUTRAL 4.44
6262 NEUTRAL 3.77
6264 NEUTRAL 2.74
6265 NEUTRAL 3.51
6268 NEUTRAL 4.39
6269 CONTRADICTION 3.4
6270 NEUTRAL 4.3
6271 NEUTRAL 3.8
6273 NEUTRAL 2.71
6274 NEUTRAL 3.12
6275 CONTRADICTION 2.79
6276 ENTAILMENT 3.17
6277 ENTAILMENT 3.87
6279 ENTAILMENT 4.34
6281 ENTAILMENT 3.7
6282 NEUTRAL 3.61
6283 NEUTRAL 3.19
6284 NEUTRAL 3.24
6285 NEUTRAL 2.96
6289 CONTRADICTION 3.61
6294 NEUTRAL 2.28
6296 NEUTRAL 2.28
6298 NEUTRAL 4.44
6303 NEUTRAL 3.5
6304 NEUTRAL 3.88
6312 NEUTRAL 2.88
6314 NEUTRAL 3.19
6320 NEUTRAL 3.6
6322 NEUTRAL 3.52
6323 NEUTRAL 4.35
6324 ENTAILMENT 4.44
6325 NEUTRAL 2.94
6328 ENTAILMENT 4.13
6329 NEUTRAL 4.04
6331 NEUTRAL 4.04
6332 NEUTRAL 2.41
6339 NEUTRAL 3.59
6340 NEUTRAL 3.24
6341 NEUTRAL 2.89
6343 NEUTRAL 2.97
6351 CONTRADICTION 3.49
6352 ENTAILMENT 3.76
6354 NEUTRAL 4.16
6355 NEUTRAL 4.44
6356 NEUTRAL 3.94
6361 NEUTRAL 3.58
6364 ENTAILMENT 4.44
6365 ENTAILMENT 3.69
6367 CONTRADICTION 3.61
6369 NEUTRAL 3.69
6371 NEUTRAL 3.36
6374 NEUTRAL 2.84
6376 NEUTRAL 3.52
6378 CONTRADICTION 3.61
6379 ENTAILMENT 4.07
6380 ENTAILMENT 3.08
6383 ENTAILMENT 3.18
6384 NEUTRAL 3.23
6388 NEUTRAL 4.44
6389 CONTRADICTION 3.61
6391 CONTRADICTION 2.93
6393 NEUTRAL 3.33
6398 ENTAILMENT 3.58
6399 NEUTRAL 2.89
6400 ENTAILMENT 2.71
6401 NEUTRAL 3.22
6403 NEUTRAL 2.89
6406 NEUTRAL 4.27
6408 ENTAILMENT 3.84
6409 NEUTRAL 2.06
6410 NEUTRAL 2.86
6413 NEUTRAL 2.86
6414 NEUTRAL 2.86
6415 ENTAILMENT 4.3
6416 CONTRADICTION 3.54
6418 ENTAILMENT 4.07
6422 NEUTRAL 3.37
6425 NEUTRAL 3.37
6427 NEUTRAL 3.46
6428 NEUTRAL 4.44
6430 NEUTRAL 3.75
6431 NEUTRAL 3.76
6433 NEUTRAL 3.35
6435 NEUTRAL 3.19
6436 NEUTRAL 3.73
6437 NEUTRAL 4.26
6438 NEUTRAL 4.19
6439 NEUTRAL 4.01
6440 NEUTRAL 3.33
6441 NEUTRAL 3.1
6442 NEUTRAL 2.07
6445 NEUTRAL 2.96
6446 ENTAILMENT 4.44
6449 NEUTRAL 3.03
6451 NEUTRAL 3.78
6453 NEUTRAL 3.09
6455 CONTRADICTION 3.16
6456 NEUTRAL 3.65
6457 NEUTRAL 4.35
6459 ENTAILMENT 4.27
6461 ENTAILMENT 3.52
6462 NEUTRAL 2.51
6464 NEUTRAL 2.4
6465 ENTAILMENT 2.49
6466 CONTRADICTION 2.22
6472 ENTAILMENT 3.86
6473 NEUTRAL 3.22
6474 NEUTRAL 3.72
6475 NEUTRAL 3.3
6476 NEUTRAL 3.72
6479 ENTAILMENT 4.3
6481 ENTAILMENT 4.26
6483 NEUTRAL 3.72
6484 CONTRADICTION 3.54
6485 NEUTRAL 3.72
6486 ENTAILMENT 4.28
6487 NEUTRAL 3.83
6490 NEUTRAL 2.87
6492 NEUTRAL 2.87
6493 NEUTRAL 2.83
6494 NEUTRAL 3.24
6498 ENTAILMENT 3.84
6501 NEUTRAL 3.27
6502 ENTAILMENT 3.45
6503 NEUTRAL 3.62
6504 CONTRADICTION 2.98
6505 NEUTRAL 3.45
6507 CONTRADICTION 3.58
6509 NEUTRAL 4.32
6512 ENTAILMENT 3.86
6515 ENTAILMENT 4.44
6516 NEUTRAL 3.61
6518 ENTAILMENT 3.9
6519 CONTRADICTION 3.61
6520 ENTAILMENT 3.2
6522 ENTAILMENT 3.14
6523 NEUTRAL 2.78
6524 NEUTRAL 2.75
6525 ENTAILMENT 3.14
6526 ENTAILMENT 4.44
6528 NEUTRAL 4.12
6530 NEUTRAL 3.35
6533 NEUTRAL 3.02
6534 ENTAILMENT 3.27
6537 ENTAILMENT 4.44
6538 CONTRADICTION 3.61
6541 NEUTRAL 3.28
6542 NEUTRAL 2.89
6547 CONTRADICTION 3.61
6551 ENTAILMENT 2.45
6553 CONTRADICTION 2.65
6556 ENTAILMENT 3.94
6560 NEUTRAL 3.24
6561 ENTAILMENT 3.12
6562 ENTAILMENT 3.12
6564 ENTAILMENT 3.84
6570 NEUTRAL 2.03
6571 NEUTRAL 2.95
6573 NEUTRAL 2.23
6574 NEUTRAL 2.5
6581 ENTAILMENT 3.27
6583 ENTAILMENT 3.38
6585 ENTAILMENT 3.69
6586 NEUTRAL 4.44
6587 NEUTRAL 3.69
6594 NEUTRAL 3.84
6596 CONTRADICTION 3.61
6601 NEUTRAL 3.2
6602 ENTAILMENT 4.44
6608 NEUTRAL 2.94
6609 CONTRADICTION 2.55
6611 ENTAILMENT 4.23
6612 NEUTRAL 3.61
6613 NEUTRAL 4.44
6616 CONTRADICTION 2.84
6621 ENTAILMENT 3.77
6622 NEUTRAL 3.91
6623 CONTRADICTION 3.6
6624 NEUTRAL 2.64
6627 NEUTRAL 2.39
6628 NEUTRAL 3.01
6629 ENTAILMENT 4.44
6630 CONTRADICTION 3.61
6633 NEUTRAL 2.81
6636 NEUTRAL 3.56
6637 CONTRADICTION 3.59
6639 NEUTRAL 3.56
6641 CONTRADICTION 3.44
6642 NEUTRAL 4.44
6643 NEUTRAL 4.11
6645 NEUTRAL 3.5
6650 NEUTRAL 3.22
6651 NEUTRAL 4.44
6652 NEUTRAL 4.44
6653 NEUTRAL 3.62
6654 NEUTRAL 2.97
6655 NEUTRAL 2.97
6660 NEUTRAL 4.44
6661 CONTRADICTION 3.61
6662 ENTAILMENT 4.44
6663 NEUTRAL 4.44
6666 NEUTRAL 2.7
6667 NEUTRAL 2.88
6668 NEUTRAL 3.27
6672 NEUTRAL 3.61
6676 NEUTRAL 2.41
6677 ENTAILMENT 2.48
6679 ENTAILMENT 3.79
6680 NEUTRAL 4.44
6681 CONTRADICTION 4.11
6682 NEUTRAL 4.44
6685 NEUTRAL 4.44
6686 NEUTRAL 4.44
6689 NEUTRAL 4.44
6690 CONTRADICTION 3.28
6691 NEUTRAL 2.78
6693 ENTAILMENT 2.58
6699 CONTRADICTION 3.61
6702 ENTAILMENT 3.53
6703 NEUTRAL 3.62
6704 NEUTRAL 4.04
6706 NEUTRAL 4.01
6707 NEUTRAL 4.44
6708 CONTRADICTION 3.61
6710 NEUTRAL 3.13
6712 NEUTRAL 2.62
6713 NEUTRAL 3.48
6716 NEUTRAL 4.44
6718 NEUTRAL 4.18
6719 NEUTRAL 4.44
6722 NEUTRAL 4.44
6724 NEUTRAL 4.44
6726 CONTRADICTION 3.1
6727 NEUTRAL 4.44
6730 NEUTRAL 2.91
6732 CONTRADICTION 2.76
6734 NEUTRAL 4.44
6737 CONTRADICTION 3.61
6739 NEUTRAL 3.36
6741 NEUTRAL 3.05
6743 NEUTRAL 2.82
6744 NEUTRAL 3.36
6749 NEUTRAL 3.38
6751 NEUTRAL 4.44
6753 NEUTRAL 3.38
6755 CONTRADICTION 3.58
6759 CONTRADICTION 2.97
6763 ENTAILMENT 4.44
6767 CONTRADICTION 3.61
6774 ENTAILMENT 4.2
6776 ENTAILMENT 4.4
6779 NEUTRAL 4.07
6780 NEUTRAL 4.07
6782 NEUTRAL 3.37
6783 NEUTRAL 4.38
6785 ENTAILMENT 4.36
6786 CONTRADICTION 3.59
6787 NEUTRAL 3.25
6788 NEUTRAL 2.87
6790 NEUTRAL 2.78
6792 NEUTRAL 4.44
6793 NEUTRAL 3.54
6794 ENTAILMENT 4.02
6795 ENTAILMENT 3.72
6796 NEUTRAL 2.94
6797 NEUTRAL 2.61
6798 NEUTRAL 2.51
6801 ENTAILMENT 4.44
6803 ENTAILMENT 3.6
6806 ENTAILMENT 2.66
6807 NEUTRAL 3.5
6808 ENTAILMENT 2.66
6809 NEUTRAL 2.38
6811 NEUTRAL 2.71
6815 NEUTRAL 3.9
6817 ENTAILMENT 3.13
6818 NEUTRAL 3.46
6820 NEUTRAL 3.73
6821 NEUTRAL 4.44
6823 ENTAILMENT 3.84
6826 NEUTRAL 3.5
6827 NEUTRAL 3.02
6828 NEUTRAL 3.65
6829 NEUTRAL 2.76
6831 ENTAILMENT 3.45
6832 ENTAILMENT 4.44
6835 NEUTRAL 3.61
6836 NEUTRAL 2.41
6837 NEUTRAL 2.14
6838 NEUTRAL 2.41
6839 NEUTRAL 2.14
6841 NEUTRAL 4.44
6842 NEUTRAL 3.41
6844 ENTAILMENT 3.65
6846 NEUTRAL 3.01
6848 NEUTRAL 2.81
6850 NEUTRAL 2.65
6852 ENTAILMENT 4.35
6853 NEUTRAL 3.57
6854 NEUTRAL 4.05
6856 NEUTRAL 3.37
6858 NEUTRAL 3.6
6859 NEUTRAL 3.87
6860 NEUTRAL 3.6
6861 ENTAILMENT 4.39
6864 CONTRADICTION 3.6
6867 NEUTRAL 3.72
6871 NEUTRAL 3.6
6872 ENTAILMENT 3.87
6873 CONTRADICTION 3.6
6874 NEUTRAL 2.65
6876 ENTAILMENT 3.1
6878 ENTAILMENT 3.1
6881 NEUTRAL 4.39
6882 NEUTRAL 3.82
6883 NEUTRAL 3.41
6886 NEUTRAL 3.58
6888 ENTAILMENT 4.21
6889 CONTRADICTION 3.61
6891 NEUTRAL 3.88
6892 NEUTRAL 3.91
6893 NEUTRAL 2.82
6895 CONTRADICTION 2.67
6898 CONTRADICTION 3.61
6900 CONTRADICTION 3.61
6904 CONTRADICTION 3.24
6906 NEUTRAL 4.44
6908 ENTAILMENT 4.44
6909 CONTRADICTION 3.61
6910 ENTAILMENT 3.75
6911 NEUTRAL 2.74
6915 NEUTRAL 4.44
6916 NEUTRAL 3.61
6917 NEUTRAL 4.44
6925 NEUTRAL 2.94
6926 NEUTRAL 4.44
6928 ENTAILMENT 4.3
6929 CONTRADICTION 4.19
6930 NEUTRAL 2.22
6933 NEUTRAL 1.94
6935 NEUTRAL 4.44
6936 NEUTRAL 4.01
6937 NEUTRAL 4.44
6938 ENTAILMENT 4.44
6939 ENTAILMENT 4.21
6941 NEUTRAL 2.79
6943 NEUTRAL 3.31
6944 NEUTRAL 2.87
6949 ENTAILMENT 3.81
6951 NEUTRAL 3.13
6952 NEUTRAL 3.23
6953 NEUTRAL 3.16
6954 ENTAILMENT 3.29
6956 NEUTRAL 3.9
6959 ENTAILMENT 4.44
6960 NEUTRAL 3.67
6962 NEUTRAL 2.09
6963 NEUTRAL 2.22
6965 NEUTRAL 2.09
6967 NEUTRAL 2.09
6972 ENTAILMENT 4.18
6973 NEUTRAL 2.71
6976 NEUTRAL 2.71
6977 NEUTRAL 3.19
6984 NEUTRAL 2.1
6985 NEUTRAL 3.44
6986 NEUTRAL 2.93
6988 ENTAILMENT 4.16
6989 NEUTRAL 3.5
6990 ENTAILMENT 4.44
6999 ENTAILMENT 3.33
7003 NEUTRAL 4.25
7010 NEUTRAL 3.88
7011 CONTRADICTION 3.32
7012 NEUTRAL 3.96
7014 NEUTRAL 3.96
7015 ENTAILMENT 4.19
7017 ENTAILMENT 2.96
7023 NEUTRAL 2.29
7024 NEUTRAL 2.33
7029 CONTRADICTION 3.61
7030 ENTAILMENT 3.21
7031 NEUTRAL 2.88
7032 NEUTRAL 3.21
7033 NEUTRAL 3.41
7034 ENTAILMENT 3.21
7036 ENTAILMENT 3.06
7037 NEUTRAL 3.01
7038 ENTAILMENT 4.44
7039 ENTAILMENT 3.49
7041 NEUTRAL 2.94
7042 NEUTRAL 2.93
7046 NEUTRAL 4.44
7047 CONTRADICTION 3.61
7048 NEUTRAL 4.44
7049 NEUTRAL 3.61
7050 NEUTRAL 2.5
7051 NEUTRAL 2.82
7052 ENTAILMENT 3.28
7053 NEUTRAL 2.24
7055 ENTAILMENT 4.23
7057 ENTAILMENT 4.44
7059 ENTAILMENT 3.7
7062 NEUTRAL 3.41
7065 CONTRADICTION 3.61
7067 ENTAILMENT 3.88
7068 NEUTRAL 2.28
7069 NEUTRAL 2.28
7071 CONTRADICTION 2.01
7072 NEUTRAL 2.28
7073 NEUTRAL 3.9
7075 NEUTRAL 4.33
7076 NEUTRAL 3.57
7078 NEUTRAL 3.13
7079 NEUTRAL 3.07
7080 NEUTRAL 3.02
7089 ENTAILMENT 2.28
7091 NEUTRAL 2.28
7095 NEUTRAL 3.88
7096 NEUTRAL 3.53
7097 NEUTRAL 2.66
7098 NEUTRAL 2.45
7102 NEUTRAL 4.44
7106 ENTAILMENT 3.94
7107 ENTAILMENT 3.57
7109 NEUTRAL 3.2
7111 NEUTRAL 3.03
7112 ENTAILMENT 3.57
7113 ENTAILMENT 4.44
7114 CONTRADICTION 3.36
7115 NEUTRAL 4.02
7117 ENTAILMENT 3.08
7122 ENTAILMENT 4.34
7128 NEUTRAL 4.34
7129 NEUTRAL 3.91
7130 NEUTRAL 4.34
7131 NEUTRAL 4.44
7132 NEUTRAL 3.84
7134 NEUTRAL 3.77
7135 ENTAILMENT 3.77
7136 NEUTRAL 3.65
7137 NEUTRAL 3.71
7140 NEUTRAL 4.31
7141 NEUTRAL 4.31
7142 ENTAILMENT 4.44
7146 NEUTRAL 3.88
7147 NEUTRAL 4.44
7148 NEUTRAL 3.6
7149 NEUTRAL 4.44
7151 NEUTRAL 4.44
7152 NEUTRAL 3.56
7154 CONTRADICTION 3.59
7157 NEUTRAL 3.65
7158 CONTRADICTION 3.25
7159 NEUTRAL 3.77
7160 NEUTRAL 3.25
7162 ENTAILMENT 4.37
7163 CONTRADICTION 3.59
7167 NEUTRAL 3.52
7168 NEUTRAL 3.07
7169 NEUTRAL 2.73
7170 NEUTRAL 2.45
7171 ENTAILMENT 2.31
7172 NEUTRAL 2.73
7173 NEUTRAL 3.98
7174 NEUTRAL 4.07
7175 ENTAILMENT 4.44
7176 CONTRADICTION 3.61
7177 NEUTRAL 3.15
7178 NEUTRAL 2.79
7179 NEUTRAL 2.89
7180 NEUTRAL 2.89
7181 NEUTRAL 2.89
7182 ENTAILMENT 4.11
7183 CONTRADICTION 3.61
7184 ENTAILMENT 4.19
7187 NEUTRAL 3.16
7188 NEUTRAL 3.21
7190 NEUTRAL 3.1
7191 NEUTRAL 2.93
7192 NEUTRAL 3.33
7193 ENTAILMENT 4.44
7194 CONTRADICTION 3.61
7195 NEUTRAL 4.44
7197 NEUTRAL 3.88
7198 NEUTRAL 3.26
7199 NEUTRAL 3.88
7201 NEUTRAL 3.88
7202 NEUTRAL 3.28
7203 CONTRADICTION 3.59
7206 NEUTRAL 4.39
7207 NEUTRAL 3.73
7212 NEUTRAL 3.21
7215 NEUTRAL 4.39
7216 ENTAILMENT 3.67
7220 NEUTRAL 2.49
7223 NEUTRAL 4.32
7225 ENTAILMENT 4.44
7227 ENTAILMENT 2.49
7231 NEUTRAL 3.41
7232 NEUTRAL 3.41
7233 NEUTRAL 4.38
7236 ENTAILMENT 4.4
7238 NEUTRAL 3.7
7243 NEUTRAL 2.5
7244 ENTAILMENT 4.11
7245 NEUTRAL 4.16
7247 ENTAILMENT 3.57
7248 ENTAILMENT 4.44
7249 NEUTRAL 3.36
7250 NEUTRAL 3.36
7251 NEUTRAL 3.36
7253 ENTAILMENT 3.02
7254 ENTAILMENT 3.02
7255 NEUTRAL 4.44
7256 CONTRADICTION 3.61
7257 ENTAILMENT 4.0
7258 CONTRADICTION 3.61
7259 ENTAILMENT 4.44
7260 ENTAILMENT 3.19
7261 CONTRADICTION 2.75
7263 NEUTRAL 3.09
7264 CONTRADICTION 2.75
7265 NEUTRAL 3.09
7266 ENTAILMENT 4.2
7272 NEUTRAL 3.51
7273 NEUTRAL 3.16
7275 ENTAILMENT 3.9
7278 CONTRADICTION 3.59
7279 NEUTRAL 3.31
7282 NEUTRAL 2.97
7283 NEUTRAL 3.38
7284 NEUTRAL 4.4
7285 NEUTRAL 4.08
7286 NEUTRAL 4.44
7288 NEUTRAL 4.44
7289 NEUTRAL 2.89
7290 NEUTRAL 2.58
7295 NEUTRAL 4.44
7296 NEUTRAL 4.14
7297 ENTAILMENT 4.44
7299 NEUTRAL 3.94
7301 NEUTRAL 3.36
7303 NEUTRAL 3.52
7305 NEUTRAL 3.61
7307 ENTAILMENT 4.26
7308 NEUTRAL 3.61
7310 NEUTRAL 3.45
7312 NEUTRAL 3.61
7317 ENTAILMENT 4.44
7318 CONTRADICTION 3.61
7321 NEUTRAL 4.37
7323 NEUTRAL 4.37
7324 NEUTRAL 4.44
7325 CONTRADICTION 3.61
7326 ENTAILMENT 4.44
7327 ENTAILMENT 4.44
7328 ENTAILMENT 3.54
7329 ENTAILMENT 4.02
7330 NEUTRAL 2.34
7331 NEUTRAL 2.99
7333 NEUTRAL 4.02
7336 CONTRADICTION 3.61
7337 ENTAILMENT 4.44
7338 ENTAILMENT 3.77
7339 NEUTRAL 3.88
7341 NEUTRAL 2.32
7342 NEUTRAL 2.11
7345 NEUTRAL 2.65
7348 NEUTRAL 4.44
7351 NEUTRAL 3.69
7354 ENTAILMENT 3.15
7355 NEUTRAL 3.19
7357 ENTAILMENT 4.23
7360 NEUTRAL 3.38
7361 ENTAILMENT 3.27
7366 ENTAILMENT 4.3
7369 NEUTRAL 3.67
7373 NEUTRAL 3.38
7376 NEUTRAL 3.38
7377 ENTAILMENT 4.44
7378 NEUTRAL 3.86
7379 ENTAILMENT 4.44
7380 CONTRADICTION 3.61
7382 NEUTRAL 2.45
7384 NEUTRAL 2.38
7385 NEUTRAL 2.07
7387 NEUTRAL 3.29
7393 ENTAILMENT 3.29
7395 ENTAILMENT 4.44
7396 CONTRADICTION 3.61
7400 NEUTRAL 2.86
7401 NEUTRAL 2.93
7403 NEUTRAL 2.93
7405 CONTRADICTION 3.61
7406 ENTAILMENT 3.83
7407 NEUTRAL 4.02
7408 NEUTRAL 2.35
7409 NEUTRAL 2.58
7412 NEUTRAL 3.18
7413 ENTAILMENT 3.7
7415 NEUTRAL 4.37
7421 CONTRADICTION 3.59
7424 NEUTRAL 4.39
7425 NEUTRAL 3.71
7426 NEUTRAL 4.39
7429 CONTRADICTION 3.59
7430 NEUTRAL 3.9
7431 NEUTRAL 3.32
7433 NEUTRAL 4.44
7435 NEUTRAL 4.44
7436 CONTRADICTION 3.61
7439 NEUTRAL 4.44
7440 NEUTRAL 2.52
